span_id,container,quote_family,quotation_depth,open_target,open_offset,close_target,close_offset,cross_record,semantic_speaker,presentation_parent,opener_hidden,closer_hidden,opener_presentation,first_lexical_target,first_lexical_offset,first_lexical_presentation,last_lexical_target,last_lexical_offset,last_lexical_presentation,closer_presentation,expected_class,actual_class,source_basis,status,defects,snippet
A-Q00001,HOUR_01_BODY,guillemet,1,PASSION24.HOUR.01.P008,85,PASSION24.HOUR.01.P008,109,False,MARY,OUTSIDE,True,True,HIDDEN,PASSION24.HOUR.01.P008,87,MARY,PASSION24.HOUR.01.P008,105,MARY,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|MARY|MARY|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"« Je Te bénis, ô Fils ! »"
A-Q00339,PASSION24.TEXT.RELATED_HOUR_08,guillemet,1,PASSION24.TEXT.RELATED_HOUR_08.BODY.P046,35,PASSION24.TEXT.RELATED_HOUR_08.BODY.P051,76,True,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.TEXT.RELATED_HOUR_08.BODY.P047,0,JESUS,PASSION24.TEXT.RELATED_HOUR_08.BODY.P051,74,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,« … Je mets l'âme au lit dans Mes bras et la garde dans le sommeil le plus doux.»
A-Q00340,PASSION24.TEXT.RELATED_HOUR_09,guillemet,1,PASSION24.TEXT.RELATED_HOUR_09.BODY.P006,12,PASSION24.TEXT.RELATED_HOUR_09.BODY.P017,139,True,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.TEXT.RELATED_HOUR_09.BODY.P006,13,JESUS,PASSION24.TEXT.RELATED_HOUR_09.BODY.P017,137,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"«Ma fille, Ma première Passion en fut une d'Amour car la première raison pour laquelle l'homme pèche, c'est son manque d'Amour. … J'ai souffert tout cela dans le Jardin : des douleurs extrêmes, de multiples morts, des spasmes atroces. Tout cela dans la Volonté du Père.»"
A-Q00341,PASSION24.TEXT.RELATED_HOUR_09,guillemet,1,PASSION24.TEXT.RELATED_HOUR_09.BODY.P019,12,PASSION24.TEXT.RELATED_HOUR_09.BODY.P021,147,True,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.TEXT.RELATED_HOUR_09.BODY.P019,13,JESUS,PASSION24.TEXT.RELATED_HOUR_09.BODY.P021,144,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"«Ma fille, en créant l'âme, Je l'ai recouverte d'un manteau de Lumière et de Beauté, mais le péché lui ôte ce manteau pour le remplacer par un manteau de ténèbres et de laideur, ce qui la rend dégoûtante et nauséabonde. … Les Juifs avaient le dégoût de Me toucher. Ah ! Combien l'amour des créatures M'a coûté au point de Me rendre nauséabond, y compris pour Moi-même !»"
A-Q00342,PASSION24.TEXT.RELATED_HOUR_10,guillemet,1,PASSION24.TEXT.RELATED_HOUR_10.BODY.P006,282,PASSION24.TEXT.RELATED_HOUR_10.BODY.P009,267,True,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.TEXT.RELATED_HOUR_10.BODY.P006,283,JESUS,PASSION24.TEXT.RELATED_HOUR_10.BODY.P009,265,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"«Cela est impossible. Moi-même, Je fus en proie à l'opposition, même de la part de gens très distingués, de prêtres et d'autres personnes en autorité. … Si vous voulez consulter deux ou trois prêtres parmi les meilleurs, les plus saints et les plus érudits afin d'être éclairé, Je vous y autorise. Mais pour le reste, non et non ! Ce serait vouloir gâcher Mes œuvres, les tourner en risée, ce qui Me déplairait beaucoup."
A-Q00343,PASSION24.TEXT.RELATED_HOUR_10,guillemet,1,PASSION24.TEXT.RELATED_HOUR_10.BODY.P009,293,PASSION24.TEXT.RELATED_HOUR_10.BODY.P009,566,False,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.TEXT.RELATED_HOUR_10.BODY.P009,294,JESUS,PASSION24.TEXT.RELATED_HOUR_10.BODY.P009,564,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"«Tout ce que Je te demande, c'est de rester dans la droiture et la simplicité. Ne te préoccupe pas des opinions des créatures. Laisse-les penser ce qu'elles veulent sans te troubler en rien. Car en voulant chercher l'approbation de toutes, tu cesses d'imiter Ma propre Vie.»"
A-Q00344,PASSION24.TEXT.RELATED_HOUR_11,guillemet,1,PASSION24.TEXT.RELATED_HOUR_11.BODY.P008,117,PASSION24.TEXT.RELATED_HOUR_11.BODY.P015,199,True,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.TEXT.RELATED_HOUR_11.BODY.P009,0,JESUS,PASSION24.TEXT.RELATED_HOUR_11.BODY.P015,197,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,« … Le prêtre demeure un homme qui fait un travail d'homme. Et ses œuvres produisent des effets d'homme et non les effets que produisent les œuvres d'un prêtre qui est animé par l'Esprit de Jésus-Christ.»
A-Q00345,PASSION24.TEXT.RELATED_HOUR_11,guillemet,1,PASSION24.TEXT.RELATED_HOUR_11.BODY.P020,122,PASSION24.TEXT.RELATED_HOUR_11.BODY.P024,223,True,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.TEXT.RELATED_HOUR_11.BODY.P021,0,JESUS,PASSION24.TEXT.RELATED_HOUR_11.BODY.P024,221,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,« … Réjouis-toi ! Éprouve Mes délices ! Regarde et participe à tous les contentements qui se trouvent dans Mon Cœur ! Laisse-toi aller dans Mon Amour afin que ton amour prenne de l'expansion et que tu puisses M'aimer davantage.»
A-Q00346,PASSION24.TEXT.RELATED_HOUR_11,guillemet,1,PASSION24.TEXT.RELATED_HOUR_11.BODY.P026,28,PASSION24.TEXT.RELATED_HOUR_11.BODY.P036,98,True,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.TEXT.RELATED_HOUR_11.BODY.P026,29,JESUS,PASSION24.TEXT.RELATED_HOUR_11.BODY.P036,96,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"«Ma fille, en ces temps-ci, l'Église est en train d'agoniser mais elle ne mourra pas ! Au contraire, elle va ressusciter encore plus belle. … Mais on ne M'écoute pas. C'est pourquoi Je parle. Mais pour eux, c'est comme si Je ne parlais pas.»"
A-Q00347,PASSION24.TEXT.RELATED_HOUR_11,guillemet,1,PASSION24.TEXT.RELATED_HOUR_11.BODY.P038,91,PASSION24.TEXT.RELATED_HOUR_11.BODY.P044,62,True,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.TEXT.RELATED_HOUR_11.BODY.P039,0,JESUS,PASSION24.TEXT.RELATED_HOUR_11.BODY.P044,60,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,« … Prie et unis-Toi aux bons qui restent. Compatis à Mon chagrin.»
A-Q00348,PASSION24.TEXT.RELATED_HOUR_11,guillemet,1,PASSION24.TEXT.RELATED_HOUR_11.BODY.P047,26,PASSION24.TEXT.RELATED_HOUR_11.BODY.P047,215,False,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.TEXT.RELATED_HOUR_11.BODY.P047,27,JESUS,PASSION24.TEXT.RELATED_HOUR_11.BODY.P047,213,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"«Ma fille, patience ! À certains jours, tes souffrances Me sont plus particulièrement nécessaires afin que le monde ne soit pas mis à feu. En ce moment, Je veux te faire souffrir davantage.»"
A-Q00349,PASSION24.TEXT.RELATED_HOUR_11,guillemet,1,PASSION24.TEXT.RELATED_HOUR_11.BODY.P049,60,PASSION24.TEXT.RELATED_HOUR_11.BODY.P049,186,False,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.TEXT.RELATED_HOUR_11.BODY.P049,61,JESUS,PASSION24.TEXT.RELATED_HOUR_11.BODY.P049,184,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"«Ma fille bien-aimée, tu souffres beaucoup ! Viens te reposer dans Ma Volonté. Nous prierons ensemble pour la pauvre humanité.»"
A-Q00352,PASSION24.TEXT.RELATED_HOUR_11,guillemet,1,PASSION24.TEXT.RELATED_HOUR_11.BODY.P062,21,PASSION24.TEXT.RELATED_HOUR_11.BODY.P065,110,True,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.TEXT.RELATED_HOUR_11.BODY.P063,0,JESUS,PASSION24.TEXT.RELATED_HOUR_11.BODY.P065,108,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"« … Quoi qu'il en soit, la terre ne reçoit que peu de lumière et de chaleur de ces soleils, vu sa grande noirceur.»"
A-Q00353,PASSION24.TEXT.RELATED_HOUR_11,guillemet,1,PASSION24.TEXT.RELATED_HOUR_11.BODY.P067,38,PASSION24.TEXT.RELATED_HOUR_11.BODY.P069,277,True,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.TEXT.RELATED_HOUR_11.BODY.P067,39,JESUS,PASSION24.TEXT.RELATED_HOUR_11.BODY.P069,275,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"«Quel désordre dans le monde ! Ce désordre provient des chefs ecclésiastiques autant que civils. … S'ils reprennent leurs sujets, ce n'est que d'une manière superficielle. Ils ne sont pas eux-mêmes habités par le Bien. Comment pourraient-ils l'infuser chez les autres ? Combien de fois n'ont-ils pas préféré le mal au bien ? Aussi, Je les frapperai d'une manière particulière.»"
A-Q00355,PASSION24.TEXT.RELATED_HOUR_11,guillemet,1,PASSION24.TEXT.RELATED_HOUR_11.BODY.P071,17,PASSION24.TEXT.RELATED_HOUR_11.BODY.P074,88,True,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.TEXT.RELATED_HOUR_11.BODY.P072,0,JESUS,PASSION24.TEXT.RELATED_HOUR_11.BODY.P074,86,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,« … Prie et souffre pour que l'ennemi n'ait pas la liberté de tout précipiter dans la ruine.»
A-Q00356,PASSION24.TEXT.RELATED_HOUR_12,guillemet,1,PASSION24.TEXT.RELATED_HOUR_12.BODY.P006,162,PASSION24.TEXT.RELATED_HOUR_12.BODY.P009,196,True,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.TEXT.RELATED_HOUR_12.BODY.P006,163,JESUS,PASSION24.TEXT.RELATED_HOUR_12.BODY.P009,194,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"«Ma fille, la vraie manière de souffrir consiste à ne pas regarder de qui viennent les souffrances, ni ce que l'on souffre, mais à regarder le bien qui doit en résulter. … Ma fille, cette manière de faire est la façon la plus facile et la plus profitable de souffrir, non seulement pour souffrir avec patience, mais pour souffrir avec une âme courageuse et invincible.»"
A-Q00357,PASSION24.TEXT.RELATED_HOUR_12,guillemet,1,PASSION24.TEXT.RELATED_HOUR_12.BODY.P014,12,PASSION24.TEXT.RELATED_HOUR_12.BODY.P020,187,True,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.TEXT.RELATED_HOUR_12.BODY.P015,0,JESUS,PASSION24.TEXT.RELATED_HOUR_12.BODY.P020,184,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"« … Je recherche les âmes qui M'aiment et qui, prises de la même folie d'amour que Moi, souffrent et réclament des âmes. Hélas ! combien est petit le nombre de ceux qui entendent ce langage !»"
A-Q00361,PASSION24.TEXT.RELATED_HOUR_13,straight_double,2,PASSION24.TEXT.RELATED_HOUR_13.BODY.P013,83,PASSION24.TEXT.RELATED_HOUR_13.BODY.P013,161,False,JESUS,JESUS,False,False,JESUS,PASSION24.TEXT.RELATED_HOUR_13.BODY.P013,84,JESUS,PASSION24.TEXT.RELATED_HOUR_13.BODY.P013,158,JESUS,JESUS,MEANINGFUL_NESTED_QUOTE_INHERITS_JESUS,JESUS|JESUS|JESUS|JESUS,OPENER_ALREADY_DIVINE; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"""N'es-Tu pas Ma vraie prison d'Amour ? Cherche-Moi dans ton cœur et aime-Moi !"""
A-Q00360,PASSION24.TEXT.RELATED_HOUR_13,guillemet,1,PASSION24.TEXT.RELATED_HOUR_13.BODY.P009,12,PASSION24.TEXT.RELATED_HOUR_13.BODY.P013,162,True,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.TEXT.RELATED_HOUR_13.BODY.P009,13,JESUS,PASSION24.TEXT.RELATED_HOUR_13.BODY.P013,158,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"«Ma fille, pendant Ma Passion, J'ai voulu souffrir la prison pour libérer les créatures de la prison du péché. Oh ! quelle horrible prison est le péché pour l'homme ! Ses passions l'enchaînent comme s'il était un vil esclave. Ma prison et Mes chaînes le libèrent. … Quand Je te vois à Ma recherche à travers les tabernacles des églises, Je te dis : ""N'es-Tu pas Ma vraie prison d'Amour ? Cherche-Moi dans ton cœur et aim"
A-Q00363,PASSION24.TEXT.RELATED_HOUR_13,straight_double,2,PASSION24.TEXT.RELATED_HOUR_13.BODY.P031,166,PASSION24.TEXT.RELATED_HOUR_13.BODY.P033,86,True,JESUS,JESUS,False,False,JESUS,PASSION24.TEXT.RELATED_HOUR_13.BODY.P031,167,JESUS,PASSION24.TEXT.RELATED_HOUR_13.BODY.P033,83,JESUS,JESUS,MEANINGFUL_NESTED_QUOTE_INHERITS_JESUS,JESUS|JESUS|JESUS|JESUS,OPENER_ALREADY_DIVINE; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"""Ô homme, ce sont tes péchés qui M'ont jeté dans cette noirceur lugubre où Je souffre pour te donner la lumière. … Regarde-Moi : Je suis l'image de tes péchés. Si tu veux les voir, regarde-les en Moi !"""
A-Q00362,PASSION24.TEXT.RELATED_HOUR_13,guillemet,1,PASSION24.TEXT.RELATED_HOUR_13.BODY.P019,179,PASSION24.TEXT.RELATED_HOUR_13.BODY.P039,421,True,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.TEXT.RELATED_HOUR_13.BODY.P020,0,JESUS,PASSION24.TEXT.RELATED_HOUR_13.BODY.P039,419,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"« … Ainsi, Mon emprisonnement continue et continuera encore longtemps. Nous sommes tous les deux prisonniers — toi, prisonnière dans ton lit, toute seule par amour pour Moi ; Moi, prisonnier pour toi — et, par Mon Amour, Je veux lier toutes les créatures avec les chaînes qui M'ont tenu captif. Nous nous tiendrons mutuellement compagnie et tu M'aideras à disposer des chaînes qui serviront à lier tous les cœurs à Mon A"
A-Q00365,PASSION24.TEXT.RELATED_HOUR_13,guillemet,1,PASSION24.TEXT.RELATED_HOUR_13.BODY.P041,37,PASSION24.TEXT.RELATED_HOUR_13.BODY.P043,385,True,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.TEXT.RELATED_HOUR_13.BODY.P042,0,JESUS,PASSION24.TEXT.RELATED_HOUR_13.BODY.P043,382,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"« … Et combien de fois, toi-même, n'es-tu pas chiche avec Moi ? Combien de fois ? Soit que tu n'écrives pas ce que Je te dis ou que tu ne le révèles pas. C'est un acte d'avarice par rapport à Moi. Parce que chaque nouvelle Connaissance que l'on a de Moi est une Gloire de plus et un Amour de plus que Je reçois des créatures. Sois plus généreuse envers Moi et Je le serai plus envers toi !»"
A-Q00366,PASSION24.TEXT.RELATED_HOUR_13,guillemet,1,PASSION24.TEXT.RELATED_HOUR_13.BODY.P047,65,PASSION24.TEXT.RELATED_HOUR_13.BODY.P117,76,True,JESUS,OUTSIDE,False,False,OUTSIDE,PASSION24.TEXT.RELATED_HOUR_13.BODY.P048,0,OUTSIDE,PASSION24.TEXT.RELATED_HOUR_13.BODY.P117,74,JESUS,OUTSIDE,TOP_LEVEL_DIVINE_QUOTE_CONTENT_ONLY,OUTSIDE|OUTSIDE|JESUS|OUTSIDE,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"« … Toi aussi, prie avec Moi afin que les créatures se libèrent de leur volonté.»"
A-Q00368,PASSION24.TEXT.RELATED_HOUR_14,guillemet,1,PASSION24.TEXT.RELATED_HOUR_14.BODY.P005,92,PASSION24.TEXT.RELATED_HOUR_14.BODY.P019,65,True,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.TEXT.RELATED_HOUR_14.BODY.P006,0,JESUS,PASSION24.TEXT.RELATED_HOUR_14.BODY.P019,63,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,« … Les ennemis en profiteront pour invectiver davantage la religion.»
A-Q00369,PASSION24.TEXT.RELATED_HOUR_14,guillemet,1,PASSION24.TEXT.RELATED_HOUR_14.BODY.P020,60,PASSION24.TEXT.RELATED_HOUR_14.BODY.P031,134,True,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.TEXT.RELATED_HOUR_14.BODY.P021,0,JESUS,PASSION24.TEXT.RELATED_HOUR_14.BODY.P031,132,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"« … Les créatures Me manifestent leur amour en produisant, à travers leurs bonnes œuvres, de nombreux foyers de lumière pour leurs frères.»"
A-Q00370,PASSION24.TEXT.RELATED_HOUR_15,guillemet,1,PASSION24.TEXT.RELATED_HOUR_15.BODY.P017,12,PASSION24.TEXT.RELATED_HOUR_15.BODY.P023,118,True,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.TEXT.RELATED_HOUR_15.BODY.P018,0,JESUS,PASSION24.TEXT.RELATED_HOUR_15.BODY.P023,116,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"« … Eh bien ! Ce qui ne peut pas arriver au soleil parce qu'il n'a pas la raison, peut survenir entre une âme et Moi-même.»"
A-Q00371,PASSION24.TEXT.RELATED_HOUR_15,guillemet,1,PASSION24.TEXT.RELATED_HOUR_15.BODY.P024,71,PASSION24.TEXT.RELATED_HOUR_15.BODY.P036,259,True,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.TEXT.RELATED_HOUR_15.BODY.P025,0,JESUS,PASSION24.TEXT.RELATED_HOUR_15.BODY.P036,257,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"« … Que de poisons ces dernières cachent ! Combien d'âmes n'ont-ils pas empoisonnées ? Si ce n'était pas de ces simulations et si tous Me connaissaient pour ce que Je suis, les racines du mal seraient enlevées de la surface de la terre et tous seraient détrompés.»"
A-Q00373,PASSION24.TEXT.RELATED_HOUR_15,straight_double,2,PASSION24.TEXT.RELATED_HOUR_15.BODY.P040,162,PASSION24.TEXT.RELATED_HOUR_15.BODY.P041,95,True,JESUS,JESUS,False,False,JESUS,PASSION24.TEXT.RELATED_HOUR_15.BODY.P041,0,JESUS,PASSION24.TEXT.RELATED_HOUR_15.BODY.P041,93,JESUS,JESUS,MEANINGFUL_NESTED_QUOTE_INHERITS_JESUS,JESUS|JESUS|JESUS|JESUS,OPENER_ALREADY_DIVINE; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,""" … Mon Royaume n'est pas de ce monde. S'il était de ce monde, des légions d'anges Me défendraient."""
A-Q00374,PASSION24.TEXT.RELATED_HOUR_15,straight_double,2,PASSION24.TEXT.RELATED_HOUR_15.BODY.P042,37,PASSION24.TEXT.RELATED_HOUR_15.BODY.P042,54,False,JESUS,JESUS,False,False,JESUS,PASSION24.TEXT.RELATED_HOUR_15.BODY.P042,38,JESUS,PASSION24.TEXT.RELATED_HOUR_15.BODY.P042,51,JESUS,JESUS,MEANINGFUL_NESTED_QUOTE_INHERITS_JESUS,JESUS|JESUS|JESUS|JESUS,OPENER_ALREADY_DIVINE; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"""Tu es donc roi ?"""
A-Q00375,PASSION24.TEXT.RELATED_HOUR_15,straight_double,2,PASSION24.TEXT.RELATED_HOUR_15.BODY.P043,29,PASSION24.TEXT.RELATED_HOUR_15.BODY.P044,69,True,JESUS,JESUS,False,False,JESUS,PASSION24.TEXT.RELATED_HOUR_15.BODY.P044,0,JESUS,PASSION24.TEXT.RELATED_HOUR_15.BODY.P044,67,JESUS,JESUS,MEANINGFUL_NESTED_QUOTE_INHERITS_JESUS,JESUS|JESUS|JESUS|JESUS,OPENER_ALREADY_DIVINE; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,""" … Oui, Je suis Roi. Et Je suis venu en ce monde pour révéler la Vérité."""
A-Q00376,PASSION24.TEXT.RELATED_HOUR_15,straight_double,2,PASSION24.TEXT.RELATED_HOUR_15.BODY.P044,214,PASSION24.TEXT.RELATED_HOUR_15.BODY.P044,240,False,JESUS,JESUS,False,False,JESUS,PASSION24.TEXT.RELATED_HOUR_15.BODY.P044,215,JESUS,PASSION24.TEXT.RELATED_HOUR_15.BODY.P044,237,JESUS,JESUS,MEANINGFUL_NESTED_QUOTE_INHERITS_JESUS,JESUS|JESUS|JESUS|JESUS,OPENER_ALREADY_DIVINE; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"""Qu'est-ce que la Vérité ?"""
A-Q00377,PASSION24.TEXT.RELATED_HOUR_15,straight_double,2,PASSION24.TEXT.RELATED_HOUR_15.BODY.P045,20,PASSION24.TEXT.RELATED_HOUR_15.BODY.P051,64,True,JESUS,JESUS,False,False,JESUS,PASSION24.TEXT.RELATED_HOUR_15.BODY.P046,0,JESUS,PASSION24.TEXT.RELATED_HOUR_15.BODY.P051,62,JESUS,JESUS,MEANINGFUL_NESTED_QUOTE_INHERITS_JESUS,JESUS|JESUS|JESUS|JESUS,OPENER_ALREADY_DIVINE; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,""" … Elle rend honteux ses ennemis. Elle les fait tomber à ses pieds."""
A-Q00372,PASSION24.TEXT.RELATED_HOUR_15,guillemet,1,PASSION24.TEXT.RELATED_HOUR_15.BODY.P039,15,PASSION24.TEXT.RELATED_HOUR_15.BODY.P052,619,True,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.TEXT.RELATED_HOUR_15.BODY.P040,0,JESUS,PASSION24.TEXT.RELATED_HOUR_15.BODY.P052,617,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"« … Je Me révèle à ceux qui désirent sincèrement s'instruire des choses saintes. Je leur révèle plus qu'ils n'espèrent savoir. D'autre part, Je Me cache à ceux qui sont curieux et méchants. Lorsqu'ils essaient de se moquer de Moi, Je Me dissimule et Je les confonds. De telle sorte que c'est Moi qui Me moque d'eux. Néanmoins, par le fait que Ma personne est habitée par la Vérité, Elle s'est aussi manifestée à Hérode :"
A-Q00379,PASSION24.TEXT.RELATED_HOUR_15,straight_double,2,PASSION24.TEXT.RELATED_HOUR_15.BODY.P062,684,PASSION24.TEXT.RELATED_HOUR_15.BODY.P063,104,True,JESUS,JESUS,False,False,JESUS,PASSION24.TEXT.RELATED_HOUR_15.BODY.P063,0,JESUS,PASSION24.TEXT.RELATED_HOUR_15.BODY.P063,102,JESUS,JESUS,MEANINGFUL_NESTED_QUOTE_INHERITS_JESUS,JESUS|JESUS|JESUS|JESUS,OPENER_ALREADY_DIVINE; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,""" … Mon Royaume n'est pas de ce monde. S'il était de ce monde, des légions d'anges viendraient à Ma défense."""
A-Q00380,PASSION24.TEXT.RELATED_HOUR_15,straight_double,2,PASSION24.TEXT.RELATED_HOUR_15.BODY.P064,120,PASSION24.TEXT.RELATED_HOUR_15.BODY.P064,139,False,JESUS,JESUS,False,False,JESUS,PASSION24.TEXT.RELATED_HOUR_15.BODY.P064,121,JESUS,PASSION24.TEXT.RELATED_HOUR_15.BODY.P064,136,JESUS,JESUS,MEANINGFUL_NESTED_QUOTE_INHERITS_JESUS,JESUS|JESUS|JESUS|JESUS,OPENER_ALREADY_DIVINE; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"""Alors, Tu es roi ?"""
